eigenvalue	proportion	cumulative
  0      	  0      	  1      	-0.118pixel_61+0.099pixel_736-0.094pixel_109-0.091pixel_930-0.088pixel_575...
  0      	  0      	  1      	0.105pixel_395+0.105pixel_675-0.1pixel_396+0.089pixel_96+0.088pixel_865...
  0      	  0      	  1      	0.1  pixel_144-0.098pixel_318+0.094pixel_519-0.092pixel_206+0.089pixel_44...
  0      	  0      	  1      	-0.104pixel_983-0.103pixel_375+0.097pixel_673-0.094pixel_349+0.093pixel_410...
  0      	  0      	  1      	-0.128pixel_155+0.115pixel_896+0.096pixel_699-0.095pixel_406-0.093pixel_521...
  0      	  0      	  1      	0.123pixel_86+0.116pixel_288+0.088pixel_327+0.086pixel_315-0.085pixel_935...
  0      	  0      	  1      	-0.09pixel_63-0.089pixel_242-0.086pixel_706-0.084pixel_927-0.083pixel_787...
  0      	  0      	  1      	0.123pixel_997-0.12pixel_967+0.098pixel_34+0.096pixel_322-0.095pixel_97...
  0      	  0      	  1      	0.096pixel_597-0.089pixel_601+0.089pixel_792+0.088pixel_773+0.085pixel_911...
  0      	  0      	  1      	0.099pixel_177+0.087pixel_591+0.082pixel_227-0.081pixel_175-0.081pixel_459...
  0      	  0      	  1      	-0.113pixel_709+0.098pixel_819+0.097pixel_67+0.097pixel_516+0.094pixel_463...
  0      	  0      	  1      	0.091pixel_53-0.09pixel_506+0.088pixel_257+0.086pixel_752+0.085pixel_141...
  0      	  0      	  1      	0.123pixel_787-0.114pixel_428-0.112pixel_951-0.11pixel_859-0.1pixel_931...
  0      	  0      	  1      	-0.12pixel_332-0.095pixel_832+0.094pixel_158+0.093pixel_477-0.09pixel_813...
  0      	  0      	  1      	-0.113pixel_28-0.108pixel_51+0.107pixel_111+0.1  pixel_398+0.096pixel_858...
  0      	  0      	  1      	-0.109pixel_521+0.103pixel_592+0.101pixel_565+0.091pixel_444-0.09pixel_130...
  0      	  0      	  1      	0.105pixel_291-0.104pixel_283-0.089pixel_33-0.088pixel_789+0.087pixel_653...
  0      	  0      	  1      	0.098pixel_891-0.096pixel_897-0.095pixel_20-0.092pixel_604-0.09pixel_972...
  0      	  0      	  1      	0.101pixel_227-0.1pixel_207-0.099pixel_34-0.088pixel_797+0.087pixel_323...
  0      	  0      	  1      	-0.102pixel_160-0.101pixel_288-0.098pixel_386+0.096pixel_165-0.09pixel_382...
  0      	  0      	  1      	-0.109pixel_696-0.099pixel_855+0.094pixel_98-0.093pixel_113-0.092pixel_70...
  0      	  0      	  1      	-0.107pixel_66+0.095pixel_323-0.091pixel_3+0.091pixel_406+0.09 pixel_41...
  0      	  0      	  1      	-0.116pixel_364-0.107pixel_621-0.097pixel_834-0.095pixel_738-0.087pixel_418...
  0      	  0      	  1      	-0.106pixel_984+0.104pixel_779-0.103pixel_448+0.093pixel_385+0.09 pixel_544...
  0      	  0      	  1      	-0.118pixel_351+0.1  pixel_239-0.1pixel_494-0.094pixel_347-0.091pixel_549...
  0      	  0      	  1      	-0.102pixel_895-0.101pixel_946+0.088pixel_38+0.086pixel_981-0.085pixel_158...
  0      	  0      	  1      	-0.135pixel_895+0.112pixel_630+0.104pixel_577-0.102pixel_893-0.101pixel_997...
  0      	  0      	  1      	-0.127pixel_249+0.1  pixel_212+0.097pixel_522-0.093pixel_1-0.084pixel_539...
  0      	  0      	  1      	-0.1pixel_230+0.099pixel_45+0.099pixel_477-0.098pixel_28+0.088pixel_611...
  0      	  0      	  1      	0.119pixel_825-0.111pixel_92-0.102pixel_697-0.097pixel_198+0.088pixel_409...
  0      	  0      	  1      	0.11 pixel_315-0.096pixel_802+0.094pixel_225-0.091pixel_890-0.089pixel_352...
  0      	  0      	  1      	-0.104pixel_372+0.097pixel_39-0.094pixel_944+0.091pixel_499+0.091pixel_317...
  0      	  0      	  1      	0.116pixel_999+0.099pixel_178+0.09 pixel_199-0.089pixel_612-0.085pixel_25...
  0      	  0      	  1      	-0.113pixel_933+0.098pixel_261-0.096pixel_555+0.096pixel_11+0.09 pixel_117...
  0      	  0      	  1      	0.111pixel_314+0.096pixel_498+0.088pixel_959+0.085pixel_573+0.083pixel_696...
  0      	  0      	  1      	0.1  pixel_376-0.1pixel_121-0.1pixel_193+0.093pixel_13-0.09pixel_147...
  0      	  0      	  1      	0.101pixel_389+0.094pixel_843-0.087pixel_21-0.084pixel_498+0.083pixel_652...
  0      	  0      	  1      	-0.132pixel_914+0.125pixel_932+0.108pixel_159-0.101pixel_71-0.094pixel_127...
  0      	  0      	  1      	-0.126pixel_696+0.093pixel_760-0.09pixel_710+0.087pixel_356-0.083pixel_194...
  0      	  0      	  1      	0.133pixel_290-0.131pixel_831+0.099pixel_677+0.095pixel_143-0.091pixel_851...
  0      	  0      	  1      	0.116pixel_867+0.113pixel_585-0.108pixel_985+0.105pixel_229+0.098pixel_161...
  0      	  0      	  1      	-0.118pixel_175+0.099pixel_110-0.087pixel_709-0.086pixel_145+0.085pixel_524...
  0      	  0      	  1      	0.107pixel_973+0.105pixel_656+0.092pixel_247-0.091pixel_102-0.09pixel_209...
  0      	  0      	  1      	-0.119pixel_572-0.105pixel_139-0.104pixel_191-0.095pixel_868-0.093pixel_889...
  0      	  0      	  1      	0.1  pixel_259-0.096pixel_588+0.093pixel_767-0.089pixel_678-0.088pixel_216...
  0      	  0      	  1      	0.141pixel_293-0.113pixel_716-0.105pixel_892+0.103pixel_348+0.095pixel_350...
  0      	  0      	  1      	-0.11pixel_802+0.091pixel_880-0.086pixel_144-0.086pixel_150-0.085pixel_333...
  0      	  0      	  1      	-0.104pixel_380+0.098pixel_765-0.097pixel_527-0.095pixel_152+0.093pixel_362...
  0      	  0      	  1      	-0.096pixel_970+0.096pixel_798+0.091pixel_966-0.089pixel_934-0.087pixel_961...
  0      	  0      	  1      	-0.108pixel_972-0.105pixel_256-0.094pixel_130+0.092pixel_213-0.091pixel_341...
  0      	  0      	  1      	0.118pixel_866-0.098pixel_957+0.093pixel_381-0.092pixel_124+0.091pixel_97...
  0      	  0      	  1      	0.109pixel_691+0.09 pixel_551-0.086pixel_875-0.085pixel_918+0.085pixel_963...
  0      	  0      	  1      	0.115pixel_34-0.103pixel_179+0.098pixel_174-0.087pixel_948+0.085pixel_551...
  0      	  0      	  1      	0.11 pixel_783+0.107pixel_425+0.104pixel_130+0.101pixel_835+0.099pixel_933...
  0      	  0      	  1      	-0.121pixel_333-0.12pixel_294-0.102pixel_225-0.097pixel_786+0.095pixel_950...
  0      	  0      	  1      	0.108pixel_161+0.098pixel_908+0.098pixel_739+0.098pixel_212-0.097pixel_490...
  0      	  0      	  1      	-0.113pixel_358+0.106pixel_341-0.102pixel_799-0.099pixel_226+0.095pixel_36...
  0      	  0      	  1      	0.118pixel_456+0.099pixel_91-0.094pixel_816+0.09 pixel_842+0.087pixel_988...
  0      	  0      	  1      	-0.108pixel_673+0.105pixel_521-0.1pixel_376-0.085pixel_804+0.085pixel_281...
  0      	  0      	  1      	-0.098pixel_764+0.098pixel_684+0.096pixel_982-0.093pixel_718-0.093pixel_78...
  0      	  0      	  1      	0.132pixel_131-0.115pixel_66+0.1  pixel_609+0.094pixel_558+0.091pixel_493...
  0      	  0      	  1      	-0.105pixel_776-0.097pixel_971-0.092pixel_842-0.085pixel_629-0.085pixel_247...
  0      	  0      	  1      	0.102pixel_94-0.097pixel_525-0.094pixel_320+0.094pixel_21-0.093pixel_33...
  0      	  0      	  1      	0.12 pixel_463-0.103pixel_14-0.099pixel_824-0.089pixel_609-0.086pixel_31...
  0      	  0      	  1      	0.101pixel_580+0.094pixel_86-0.094pixel_900+0.094pixel_227-0.092pixel_190...
  0      	  0      	  1      	0.088pixel_218-0.088pixel_131-0.087pixel_174-0.086pixel_289+0.085pixel_310...
  0      	  0      	  1      	0.105pixel_730-0.104pixel_188+0.1  pixel_928-0.09pixel_225+0.088pixel_417...
  0      	  0      	  1      	0.159pixel_497-0.101pixel_229-0.099pixel_698-0.098pixel_96+0.093pixel_896...
  0      	  0      	  1      	-0.097pixel_714-0.096pixel_225+0.094pixel_266-0.094pixel_798-0.092pixel_40...
  0      	  0      	  1      	-0.122pixel_962-0.103pixel_699-0.101pixel_921-0.091pixel_750-0.089pixel_54...
  0      	  0      	  1      	-0.108pixel_989-0.101pixel_937+0.098pixel_700+0.092pixel_6+0.092pixel_58...
  0      	  0      	  1      	0.1  pixel_294+0.097pixel_191+0.094pixel_799+0.089pixel_658+0.085pixel_488...
  0      	  0      	  1      	-0.105pixel_835-0.105pixel_493-0.088pixel_30-0.087pixel_801+0.083pixel_415...
  0      	  0      	  1      	-0.121pixel_159+0.1  pixel_5-0.098pixel_271-0.091pixel_57-0.087pixel_140...
  0      	  0      	  1      	-0.106pixel_928+0.106pixel_342+0.106pixel_143+0.101pixel_734+0.096pixel_159...
  0      	  0      	  1      	0.098pixel_309-0.097pixel_816+0.097pixel_786-0.095pixel_196+0.093pixel_173...
  0      	  0      	  1      	0.107pixel_771+0.096pixel_304-0.096pixel_637+0.092pixel_287+0.089pixel_289...
  0      	  0      	  1      	-0.106pixel_522+0.089pixel_2+0.087pixel_130+0.086pixel_846+0.084pixel_444...
  0      	  0      	  1      	-0.102pixel_33+0.099pixel_611-0.095pixel_522+0.094pixel_842-0.087pixel_676...
  0      	  0      	  1      	-0.102pixel_47+0.101pixel_122-0.1pixel_288-0.099pixel_256+0.094pixel_929...
  0      	  0      	  1      	-0.134pixel_223+0.1  pixel_215-0.099pixel_63+0.094pixel_656+0.084pixel_94...
  0      	  0      	  1      	-0.1pixel_651+0.097pixel_891+0.095pixel_399+0.093pixel_845+0.092pixel_741...
  0      	  0      	  1      	0.095pixel_920+0.089pixel_609-0.089pixel_841+0.088pixel_378+0.088pixel_513...
  0      	  0      	  1      	0.109pixel_271+0.099pixel_60-0.096pixel_405-0.096pixel_960+0.09 pixel_471...
  0      	  0      	  1      	0.109pixel_914-0.104pixel_588+0.097pixel_717-0.092pixel_599+0.087pixel_530...
  0      	  0      	  1      	-0.123pixel_675+0.095pixel_954-0.093pixel_98-0.092pixel_45-0.088pixel_105...
  0      	  0      	  1      	0.131pixel_130-0.108pixel_1+0.094pixel_240-0.092pixel_242-0.085pixel_394...
  0      	  0      	  1      	-0.121pixel_693+0.111pixel_985-0.106pixel_115+0.105pixel_530-0.104pixel_323...
  0      	  0      	  1      	-0.112pixel_610+0.094pixel_577-0.093pixel_705-0.092pixel_951-0.092pixel_491...
  0      	  0      	  1      	-0.103pixel_845+0.101pixel_126-0.1pixel_990-0.093pixel_207+0.091pixel_389...
  0      	  0      	  1      	0.106pixel_931+0.105pixel_968+0.092pixel_984-0.089pixel_879-0.089pixel_323...
  0      	  0      	  1      	-0.093pixel_66+0.092pixel_860+0.091pixel_616-0.091pixel_730-0.091pixel_831...
  0      	  0      	  1      	0.099pixel_933-0.096pixel_100-0.089pixel_604+0.089pixel_442+0.087pixel_664...
  0      	  0      	  1      	-0.12pixel_34-0.093pixel_948-0.089pixel_865-0.088pixel_398-0.087pixel_879...
  0      	  0      	  1      	-0.099pixel_210-0.097pixel_111-0.095pixel_464-0.092pixel_402+0.086pixel_283...
  0      	  0      	  1      	-0.099pixel_545-0.096pixel_802-0.095pixel_555-0.094pixel_746-0.092pixel_638...
  0      	  0      	  1      	0.099pixel_781-0.095pixel_316+0.091pixel_515-0.089pixel_797-0.086pixel_865...
  0      	  0      	  1      	-0.104pixel_13+0.099pixel_107+0.099pixel_22+0.097pixel_87-0.095pixel_949...
  0      	  0      	  1      	0.119pixel_259+0.108pixel_62+0.107pixel_493-0.102pixel_86-0.095pixel_760...
  0      	  0      	  1      	-0.113pixel_198+0.1  pixel_493+0.093pixel_664-0.091pixel_524-0.09pixel_62...
  0      	  0      	  1      	0.131pixel_685+0.108pixel_815-0.103pixel_331+0.099pixel_355+0.092pixel_290...
  0      	  0      	  1      	-0.133pixel_931+0.103pixel_70-0.099pixel_146-0.097pixel_2+0.097pixel_32...
  0      	  0      	  1      	-0.113pixel_108-0.106pixel_886+0.095pixel_449-0.094pixel_494-0.093pixel_119...
  0      	  0      	  1      	-0.1pixel_958+0.1  pixel_964-0.097pixel_240+0.095pixel_311+0.095pixel_355...
  0      	  0      	  1      	0.097pixel_641+0.096pixel_396-0.095pixel_344-0.095pixel_224+0.088pixel_194...
  0      	  0      	  1      	0.116pixel_42+0.111pixel_930-0.107pixel_670-0.098pixel_521-0.092pixel_162...
  0      	  0      	  1      	0.112pixel_522+0.108pixel_41-0.103pixel_964+0.097pixel_94+0.096pixel_366...
  0      	  0      	  1      	0.106pixel_961+0.098pixel_387-0.097pixel_633+0.096pixel_864+0.089pixel_41...
  0      	  0      	  1      	0.112pixel_451-0.097pixel_556+0.093pixel_550+0.093pixel_926-0.091pixel_783...
  0      	  0      	  1      	0.109pixel_847-0.099pixel_774-0.088pixel_142+0.087pixel_134+0.083pixel_876...
  0      	  0      	  1      	-0.098pixel_527-0.098pixel_195-0.097pixel_37+0.093pixel_261-0.092pixel_363...
  0      	  0      	  1      	0.103pixel_973+0.098pixel_939+0.095pixel_207-0.093pixel_704-0.087pixel_176...
  0      	  0      	  1      	-0.106pixel_245+0.094pixel_158-0.093pixel_921-0.093pixel_623-0.093pixel_925...
  0      	  0      	  1      	0.119pixel_313+0.117pixel_109+0.107pixel_44+0.095pixel_318+0.094pixel_479...
  0      	  0      	  1      	-0.096pixel_494+0.095pixel_493-0.094pixel_556-0.093pixel_174-0.091pixel_374...
  0      	  0      	  1      	-0.117pixel_521-0.105pixel_955+0.103pixel_272+0.102pixel_921+0.099pixel_427...
  0      	  0      	  1      	-0.1pixel_457-0.098pixel_521-0.096pixel_971-0.09pixel_4-0.089pixel_462...
  0      	  0      	  1      	-0.097pixel_523+0.096pixel_993-0.096pixel_402+0.093pixel_615+0.092pixel_739...
  0      	  0      	  1      	0.116pixel_554+0.109pixel_524+0.104pixel_225-0.103pixel_194-0.099pixel_97...
  0      	  0      	  1      	0.104pixel_299-0.093pixel_643-0.09pixel_716-0.086pixel_790-0.085pixel_490...
  0      	  0      	  1      	-0.103pixel_459+0.098pixel_476+0.095pixel_310+0.093pixel_772-0.09pixel_131...
  0      	  0      	  1      	0.103pixel_226+0.099pixel_932-0.091pixel_126+0.091pixel_223+0.085pixel_898...
  0      	  0      	  1      	-0.14pixel_556+0.114pixel_206+0.112pixel_589+0.112pixel_592-0.103pixel_704...
  0      	  0      	  1      	0.122pixel_63+0.107pixel_538-0.106pixel_609-0.097pixel_764-0.089pixel_496...
  0      	  0      	  1      	-0.111pixel_225-0.11pixel_442-0.107pixel_557+0.093pixel_61+0.091pixel_490...
  0      	  0      	  1      	-0.109pixel_838+0.106pixel_203-0.104pixel_438-0.096pixel_73-0.094pixel_368...
  0      	  0      	  1      	0.124pixel_78-0.109pixel_299-0.095pixel_599+0.093pixel_899-0.092pixel_1006...
  0      	  0      	  1      	0.122pixel_195-0.109pixel_43+0.105pixel_506-0.101pixel_28-0.1pixel_976...
  0      	  0      	  1      	-0.132pixel_191-0.109pixel_77-0.104pixel_197+0.101pixel_864+0.099pixel_801...
  0      	  0      	  1      	0.16 pixel_493-0.116pixel_326+0.109pixel_573-0.1pixel_129+0.093pixel_262...
  0      	  0      	  1      	0.111pixel_589+0.103pixel_452-0.102pixel_162+0.098pixel_8-0.094pixel_121...
  0      	  0      	  1      	0.124pixel_26-0.097pixel_375-0.097pixel_108+0.093pixel_326-0.091pixel_65...
  0      	  0      	  1      	0.129pixel_7-0.102pixel_926+0.095pixel_131-0.087pixel_934-0.086pixel_778...
  0      	  0      	  1      	-0.104pixel_69+0.095pixel_797+0.088pixel_62+0.086pixel_323-0.083pixel_207...
  0      	  0      	  1      	-0.131pixel_163+0.109pixel_636-0.103pixel_601+0.101pixel_95+0.098pixel_988...
  0      	  0      	  1      	-0.131pixel_161+0.106pixel_950+0.094pixel_52-0.09pixel_101+0.089pixel_858...
  0      	  0      	  1      	-0.121pixel_431+0.106pixel_226+0.105pixel_988+0.093pixel_36-0.092pixel_772...
  0      	  0      	  1      	-0.124pixel_676+0.119pixel_291+0.108pixel_227-0.107pixel_290-0.101pixel_829...
  0      	  0      	  1      	-0.119pixel_246+0.107pixel_324+0.103pixel_945-0.098pixel_553+0.097pixel_386...
  0      	  0      	  1      	-0.097pixel_815+0.095pixel_30-0.093pixel_957-0.092pixel_410+0.091pixel_335...
  0      	  0      	  1      	-0.118pixel_227+0.114pixel_740-0.096pixel_675+0.089pixel_674-0.087pixel_48...
  0      	  0      	  1      	0.116pixel_866-0.115pixel_31+0.103pixel_835-0.097pixel_675-0.092pixel_692...
  0      	  0      	  1      	-0.099pixel_259+0.096pixel_246-0.094pixel_426+0.093pixel_329+0.092pixel_934...
  0      	  0      	  1      	-0.113pixel_395-0.104pixel_492+0.102pixel_467-0.096pixel_155-0.092pixel_35...
  0      	  0      	  1      	0.106pixel_285-0.103pixel_379+0.093pixel_130+0.092pixel_322-0.092pixel_161...
  0      	  0      	  1      	0.117pixel_11-0.113pixel_291-0.104pixel_95-0.103pixel_900+0.1  pixel_902...
  0      	  0      	  1      	0.112pixel_523+0.112pixel_965-0.109pixel_340+0.104pixel_912+0.098pixel_349...
  0      	  0      	  1      	-0.101pixel_769+0.097pixel_967+0.085pixel_161+0.085pixel_317-0.084pixel_893...
  0      	  0      	  1      	0.104pixel_418+0.103pixel_652-0.095pixel_116-0.092pixel_257+0.087pixel_591...
  0      	  0      	  1      	-0.118pixel_460+0.098pixel_629-0.096pixel_352-0.093pixel_473-0.09pixel_8...
  0      	  0      	  1      	-0.099pixel_471+0.097pixel_860+0.095pixel_556-0.093pixel_439+0.088pixel_931...
  0      	  0      	  1      	-0.127pixel_261-0.115pixel_374+0.103pixel_960-0.096pixel_30+0.093pixel_461...
  0      	  0      	  1      	-0.107pixel_489-0.102pixel_55-0.1pixel_965+0.095pixel_776+0.088pixel_957...
  0      	  0      	  1      	-0.117pixel_478-0.101pixel_927+0.089pixel_302+0.088pixel_896-0.088pixel_314...
  0      	  0      	  1      	-0.096pixel_516-0.091pixel_174-0.09pixel_933-0.089pixel_129-0.086pixel_700...
  0      	  0      	  1      	0.118pixel_419+0.112pixel_379-0.098pixel_591+0.098pixel_148+0.097pixel_387...
  0      	  0      	  1      	-0.107pixel_897+0.105pixel_508-0.098pixel_493-0.096pixel_800+0.09 pixel_207...
  0      	  0      	  1      	0.11 pixel_2-0.096pixel_239-0.094pixel_374+0.09 pixel_196-0.09pixel_503...
  0      	  0      	  1      	0.116pixel_205+0.094pixel_932+0.093pixel_190-0.092pixel_327+0.085pixel_33...
  0      	  0      	  1      	-0.111pixel_215+0.108pixel_10+0.096pixel_180+0.093pixel_239-0.093pixel_272...
  0      	  0      	  1      	0.099pixel_760+0.095pixel_801+0.093pixel_249+0.093pixel_559+0.092pixel_636...
  0      	  0      	  1      	-0.11pixel_60+0.106pixel_789-0.105pixel_9-0.104pixel_192+0.099pixel_317...
  0      	  0      	  1      	-0.115pixel_630-0.104pixel_906+0.097pixel_586+0.094pixel_885+0.091pixel_972...
  0      	  0      	  1      	-0.11pixel_216+0.103pixel_89-0.093pixel_710+0.09 pixel_108-0.089pixel_805...
  0      	  0      	  1      	-0.099pixel_412+0.099pixel_756+0.096pixel_324+0.091pixel_228+0.087pixel_736...
  0      	  0      	  1      	-0.107pixel_855-0.101pixel_280+0.098pixel_418+0.097pixel_716+0.096pixel_14...
  0      	  0      	  1      	-0.128pixel_182-0.12pixel_629+0.092pixel_480-0.091pixel_542+0.089pixel_922...
  0      	  0      	  1      	-0.101pixel_506-0.094pixel_893-0.094pixel_76-0.093pixel_150-0.09pixel_913...
  0      	  0      	  1      	-0.131pixel_46+0.098pixel_597-0.095pixel_415+0.095pixel_445-0.087pixel_572...
  0      	  0      	  1      	0.115pixel_236+0.105pixel_359+0.096pixel_739+0.092pixel_959+0.092pixel_479...
  0      	  0      	  1      	-0.109pixel_985-0.106pixel_157+0.102pixel_608+0.099pixel_221+0.095pixel_220...
  0      	  0      	  1      	-0.107pixel_974+0.105pixel_182-0.098pixel_925-0.098pixel_858+0.096pixel_482...
  0      	  0      	  1      	0.107pixel_350+0.096pixel_656-0.092pixel_319-0.09pixel_245-0.087pixel_84...
  0      	  0      	  1      	0.124pixel_1006-0.123pixel_482-0.11pixel_419-0.101pixel_306+0.1  pixel_79...
  0      	  0      	  1      	0.099pixel_362+0.091pixel_769+0.089pixel_728+0.086pixel_270+0.084pixel_448...
  0      	  0      	  1      	0.117pixel_236-0.097pixel_974-0.095pixel_638+0.09 pixel_731+0.089pixel_12...
  0      	  0      	  1      	0.113pixel_695+0.098pixel_639-0.09pixel_289-0.09pixel_573-0.082pixel_555...
  0      	  0      	  1      	0.099pixel_217-0.089pixel_347-0.089pixel_118-0.089pixel_694-0.087pixel_940...
  0      	  0      	  1      	-0.112pixel_153-0.092pixel_146-0.089pixel_598+0.088pixel_888-0.086pixel_170...
  0      	  0      	  1      	0.099pixel_916-0.094pixel_915+0.093pixel_23-0.089pixel_511+0.087pixel_497...
  0      	  0      	  1      	0.102pixel_38+0.098pixel_55+0.097pixel_383-0.096pixel_47-0.092pixel_51...
  0      	  0      	  1      	0.111pixel_822-0.11pixel_19+0.108pixel_984-0.107pixel_975+0.098pixel_412...
  0      	  0      	  1      	-0.09pixel_455-0.086pixel_319+0.084pixel_252-0.084pixel_817+0.083pixel_647...
  0      	  0      	  1      	0.102pixel_480-0.1pixel_116-0.096pixel_573+0.095pixel_785+0.083pixel_608...
  0      	  0      	  1      	-0.141pixel_885+0.105pixel_985-0.098pixel_549+0.094pixel_813-0.093pixel_738...
  0      	  0      	  1      	-0.127pixel_150-0.107pixel_718+0.092pixel_439+0.091pixel_654+0.089pixel_812...
  0      	  0      	  1      	0.132pixel_718+0.104pixel_144+0.096pixel_542+0.094pixel_285-0.093pixel_606...
  0      	  0      	  1      	0.117pixel_784+0.115pixel_349-0.098pixel_75-0.098pixel_485-0.092pixel_685...
  0      	  0      	  1      	0.134pixel_815+0.115pixel_888+0.1  pixel_247+0.098pixel_36+0.097pixel_788...
  0      	  0      	  1      	0.107pixel_519+0.099pixel_484+0.098pixel_946+0.095pixel_503-0.095pixel_608...
  0      	  0      	  1      	0.106pixel_880+0.103pixel_454-0.101pixel_613-0.099pixel_211+0.096pixel_835...
  0      	  0      	  1      	0.128pixel_17+0.11 pixel_568+0.101pixel_240+0.099pixel_475-0.095pixel_877...
  0      	  0      	  1      	-0.099pixel_513-0.099pixel_181+0.089pixel_351-0.087pixel_630+0.086pixel_911...
  0      	  0      	  1      	0.111pixel_879-0.111pixel_75+0.107pixel_107+0.106pixel_52-0.103pixel_805...
  0      	  0      	  1      	0.107pixel_147-0.096pixel_267-0.093pixel_883+0.088pixel_471+0.087pixel_238...
  0      	  0      	  1      	0.119pixel_210-0.1pixel_1-0.097pixel_248+0.096pixel_50+0.095pixel_278...
  0      	  0      	  1      	-0.104pixel_609+0.094pixel_974+0.093pixel_486+0.091pixel_822+0.089pixel_674...
  0      	  0      	  1      	-0.12pixel_380+0.107pixel_161-0.098pixel_44-0.086pixel_119+0.085pixel_912...
  0      	  0      	  1      	0.112pixel_20+0.106pixel_156+0.1  pixel_821+0.092pixel_629+0.091pixel_7...
  0      	  0      	  1      	0.095pixel_748+0.088pixel_343-0.088pixel_674-0.087pixel_172+0.084pixel_731...
  0      	  0      	  1      	-0.119pixel_114+0.114pixel_602+0.103pixel_224+0.097pixel_244-0.095pixel_985...
  0      	  0      	  1      	-0.111pixel_208+0.102pixel_415+0.102pixel_56+0.1  pixel_343+0.087pixel_181...
  0      	  0      	  1      	-0.107pixel_209+0.101pixel_169-0.099pixel_571-0.097pixel_51+0.089pixel_300...
  0      	  0      	  1      	-0.1pixel_299-0.098pixel_249-0.093pixel_972+0.089pixel_813-0.085pixel_854...
  0      	  0      	  1      	0.117pixel_988-0.114pixel_598-0.112pixel_216-0.1pixel_917-0.095pixel_608...
  0      	  0      	  1      	0.109pixel_917+0.105pixel_946+0.102pixel_120+0.101pixel_608-0.099pixel_153...
  0      	  0      	  1      	0.102pixel_603-0.095pixel_354-0.094pixel_209-0.091pixel_535+0.091pixel_419...
  0      	  0      	  1      	-0.115pixel_827+0.109pixel_184-0.102pixel_639+0.096pixel_681-0.094pixel_353...
  0      	  0      	  1      	-0.109pixel_407-0.098pixel_504-0.097pixel_350+0.096pixel_121+0.087pixel_187...
  0      	  0      	  1      	-0.134pixel_918-0.109pixel_56+0.107pixel_247-0.105pixel_93+0.101pixel_203...
  0      	  0      	  1      	-0.116pixel_322-0.104pixel_816-0.101pixel_192-0.096pixel_6-0.092pixel_391...
  0      	  0      	  1      	-0.115pixel_662+0.111pixel_854+0.098pixel_940-0.096pixel_383+0.091pixel_428...
  0      	  0      	  1      	0.101pixel_759+0.096pixel_152-0.096pixel_989+0.092pixel_57-0.091pixel_837...
  0      	  0      	  1      	0.097pixel_78+0.096pixel_893+0.092pixel_864-0.092pixel_94-0.082pixel_377...
  0      	  0      	  1      	0.129pixel_99+0.117pixel_486+0.097pixel_164+0.095pixel_349-0.094pixel_866...
  0      	  0      	  1      	0.112pixel_862+0.111pixel_799-0.099pixel_907-0.096pixel_440+0.094pixel_141...
  0      	  0      	  1      	-0.105pixel_977-0.098pixel_838-0.098pixel_681+0.093pixel_544+0.092pixel_258...
  0      	  0      	  1      	-0.123pixel_858-0.105pixel_670-0.101pixel_146-0.098pixel_224-0.092pixel_773...
  0      	  0      	  1      	0.091pixel_123-0.088pixel_477+0.088pixel_850+0.086pixel_952-0.085pixel_474...
  0      	  0      	  1      	-0.11pixel_954+0.099pixel_543+0.095pixel_572-0.087pixel_941-0.087pixel_450...
  0      	  0      	  1      	-0.109pixel_709+0.101pixel_192-0.096pixel_197+0.096pixel_269+0.095pixel_869...
  0      	  0      	  1      	0.133pixel_508-0.088pixel_622-0.088pixel_287+0.087pixel_391-0.086pixel_858...
  0      	  0      	  1      	-0.113pixel_795+0.103pixel_191+0.092pixel_170-0.091pixel_345-0.09pixel_941...
  0      	  0      	  1      	-0.103pixel_540-0.097pixel_320-0.095pixel_363+0.09 pixel_48+0.086pixel_111...
  0      	  0      	  1      	0.113pixel_931+0.105pixel_410-0.099pixel_89-0.099pixel_275-0.09pixel_14...
  0      	  0      	  1      	-0.099pixel_856+0.093pixel_798+0.093pixel_865-0.092pixel_141-0.089pixel_915...
  0      	  0      	  1      	0.112pixel_324+0.099pixel_773-0.098pixel_100-0.093pixel_147+0.093pixel_861...
  0      	  0      	  1      	-0.121pixel_917+0.108pixel_388-0.105pixel_19+0.101pixel_793-0.099pixel_112...
  0      	  0      	  1      	0.123pixel_113-0.114pixel_91+0.114pixel_958+0.095pixel_93-0.092pixel_376...
  0      	  0      	  1      	0.103pixel_334+0.1  pixel_44+0.097pixel_132-0.095pixel_112-0.09pixel_55...
  0      	  0      	  1      	0.109pixel_949+0.094pixel_750-0.086pixel_1004+0.082pixel_799+0.081pixel_243...
  0      	  0      	  1      	0.115pixel_140-0.104pixel_856+0.098pixel_550-0.096pixel_727-0.096pixel_924...
  0      	  0      	  1      	0.125pixel_115+0.097pixel_678-0.096pixel_685+0.095pixel_110-0.091pixel_549...
  0      	  0      	  1      	0.123pixel_704-0.104pixel_312-0.103pixel_70+0.1  pixel_864+0.092pixel_498...
  0      	  0      	  1      	-0.098pixel_956+0.096pixel_861+0.094pixel_633+0.09 pixel_855-0.089pixel_174...
  0      	  0      	  1      	0.105pixel_790-0.098pixel_640-0.098pixel_811+0.096pixel_55-0.091pixel_750...
  0      	  0      	  1      	0.099pixel_419+0.099pixel_205+0.097pixel_110+0.094pixel_227-0.093pixel_603...
  0      	  0      	  1      	0.087pixel_850-0.086pixel_12+0.086pixel_33+0.084pixel_916+0.083pixel_956...
